Connector Code,Connector: Record ID,Connector: Source,Connector: Connector Activity,Connector: Connector Sub Category,Connector: Connector Category,Connector: Connector Type,Connector: App Registered,Oct-16,May-17,Oct-17,Dec-17,Jan-18,Feb-18,Mar-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22
HFFC-032841,aAZ5i000000LVyn,Beat Mapping,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7
HFFC-013604,aAZ2j000000026Q,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,1,1,2,2,,,3,,,,1,,,1,,,1,,,,,,,,,,,,,
HFFC-024298,aAZ2j000000L1QW,InternPro,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2
HFFC-032667,aAZ5i000000LVkv,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2
HFFC-016014,aAZ2j00000005AL,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-014434,aAZ2j000000038D,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-025336,aAZ2j000000L2va,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
HFFC-020212,aAZ2j0000000AYm,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,5,5,4,5,6,5,3,3,8,6,3,3,1,2,48
HFFC-025662,aAZ2j000000L3SF,Beat Mapping,Dormant Connector,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,3,,,3,,,,12
HFFC-004068,aAZ0o000000PGQx,Construction Community Partners,Dormant Connector,,Builder Ecosystem,Builder,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,2
HFFC-027032,aAZ2j000000PBaP,Beat Mapping,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,2
HFFC-020575,aAZ2j0000000B1Z,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-003115,aAZ0o000000btUh,Other,Dormant Connector,,Builder Ecosystem,Real Estate Agent/Broker,0,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-003263,aAZ0o000000btkl,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-022068,aAZ2j0000000CyN,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,1,,4
HFFC-029532,aAZ5i000000LHYC,Business Development,Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,7,5,24
HFFC-028231,aAZ5i000000L9fr,Beat Mapping,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
HFFC-006837,aAZ0o000000CqEO,Construction Community Partners,Lead Stage,,Construction Community,Construction Community Partner-For Tracking Only,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-031010,aAZ5i000000LSUE,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
HFFC-027625,aAZ5i000000L4OZ,Beat Mapping,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,,3,1,13
HFFC-011224,aAZ0o000000PMsO,Digital,Dormant Connector,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,1,3,,,1,,,8
HFFC-000275,aAZ9000000000IR,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-018457,aAZ2j00000008Im,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-000001,aAZ90000000001o,Other,Dormant Connector,Multi brand Prime HL,Construction Community,Cement Shop/Steel Store,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-015267,aAZ2j00000004Cp,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,13,4,,,,1,1,,2,1,1,4,5,2,11,4,4,1,,8,1,3,1,2,4,40
HFFC-018383,aAZ2j00000008Co,Business Development,Dormant Connector,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,,2,,,2,1,2,2,1,2,,,,,,,,,,3
HFFC-009258,aAZ0o000000GpmF,Business Development,Never Active,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-004098,aAZ0o000000PGTN,Construction Community Partners,Dormant Connector,,Construction Community,Mason,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-001477,aAZ90000000PDlq,Outdoor Ad,Never Active,,Construction Community,Civil Engineer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-018548,aAZ2j00000008Q7,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-026354,aAZ2j000000L4Yx,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
HFFC-019273,aAZ2j00000009Lm,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-018685,aAZ2j00000008av,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-012221,aAZ2j00000000JD,Branch Walk-In,Lead Stage,,Financial Connectors,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-017294,aAZ2j00000006nn,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,1,,2,4,1,,1,2,2,1,,3,,16
HFFC-026091,aAZ2j000000L49x,Connector App,Dormant Connector,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,1,1,,2,1,,10
HFFC-018602,aAZ2j00000008UT,Business Development,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Builder Employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,7,1,,3,2,2,,,,5,2,,,,,,,,,,,2
HFFC-009682,aAZ0o000000GqKR,,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-000928,aAZ90000000019G,Employee Referral,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002727,aAZ90000000PFOe,Other,Dormant Connector,Multi brand Prime HL,Micro Connector,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-025969,aAZ2j000000L3yz,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,1,,,,,,9
HFFC-013238,aAZ2j00000001d9,Other,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,1,,1,,2,,,3,1,3,8,1,4,3,,2,4,2,,1,1,1,,3,2,4,2,2,2,23
HFFC-017900,aAZ2j00000007aL,Beat Mapping,Lead Stage,,Financial Connectors,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-031874,aAZ5i000000LUVy,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
HFFC-001491,aAZ90000000PDmy,Outdoor Ad,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,1,,,4,6,3,,1,2,,1,3,7,1,,1,3,1,,,,,1,3,,1,2,4,2,2,2,1,2,2,,3,1,1,3,4,,,1,,,2,,2,,1,10
HFFC-025487,aAZ2j000000L3CR,Connector App,Never Active,Multi brand Affordable HL,Financial Connectors,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
HFFC-019588,aAZ2j00000009l1,Business Development,Dormant Connector,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,1,9,5,10,24,14,,,,,,,,,,,,
HFFC-001636,aAZ90000000PDyf,Other,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-007810,aAZ0o000000Gnts,Business Development,Dormant Connector,,Micro Connector,Retail Shop,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-030885,aAZ5i000000LR6Q,Connector App,Active,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,7,5,26
HFFC-025942,aAZ2j000000L3wo,Connector App,Dormant Connector,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,3,1,7
HFFC-024329,aAZ2j000000L1T1,Connector App,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,1
HFFC-000990,aAZ9000000001EG,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-001391,aAZ90000000PDeu,Outdoor Ad,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-008659,aAZ0o000000Gp01,Construction Community Partners,Lead Stage,,Construction Community,Contractor,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-015493,aAZ2j00000004Ue,Branch Phone,Dormant Connector,Multi brand Affordable HL,Construction Community,Contractor,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-033632,aAZ5i000000LXGW,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-003697,aAZ0o000000PFt4,Branch Phone,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-014834,aAZ2j00000003e9,Construction Community Partners,Dormant Connector,Multi brand Affordable HL,Construction Community,Construction Community Partner-For Tracking Only,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2
HFFC-032774,aAZ5i000000LVtT,InternPro,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2
HFFC-031375,aAZ5i000000LTfI,Other,Never Active,Multi brand Affordable HL,Micro Connector,Retail Shop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,3
HFFC-018732,aAZ2j00000008ei,Business Development,Active,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,,,1,2,2,1,1,6,1,1,2,4,7,6,1,8,2,11,62
HFFC-023723,aAZ2j000000L0Rd,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,4,2,3,3,1,,,,,,,13
HFFC-007400,aAZ0o000000GnMo,Builder,Dormant Connector,Multi brand Prime HL,Builder Ecosystem,Builder Employee,0,,,,,,,,,,,,,,,,,,,,,,1,3,3,4,,,2,4,,,,,3,7,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-028243,aAZ5i000000L9tD,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
HFFC-026991,aAZ2j000000PBX6,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
HFFC-005931,aAZ0o000000Comj,Construction Community Partners,Dormant Connector,,Construction Community,Hardware Store/Supplier,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-009141,aAZ0o000000Gpco,Business Development,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-021358,aAZ2j0000000C37,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-009700,aAZ0o000000GqLt,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,2
HFFC-028170,aAZ5i000000L97i,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,12,4,4,33
HFFC-024216,aAZ2j000000L1Ir,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-021103,aAZ2j0000000Bi9,Beat Mapping,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,,3,3,2,4,4,1,2,2,2,4,2,3,,,24
HFFC-033190,aAZ5i000000LWec,Beat Mapping,Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10
HFFC-021949,aAZ2j0000000Cor,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,3,4,2,1,,3,,,,,18
HFFC-023953,aAZ2j000000L0oN,Beat Mapping,Lead Stage,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-003815,aAZ0o000000PG2V,Construction Community Partners,Lead Stage,,Micro Connector,Other,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002909,aAZ90000000PFdF,Construction Community Partners,Dormant Connector,,Construction Community,Contractor,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-022281,aAZ2j0000000DFY,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-028032,aAZ5i000000L8CC,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3
HFFC-020602,aAZ2j0000000B3k,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-030860,aAZ5i000000LR4P,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
HFFC-016291,aAZ2j00000005Wb,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,1,,,,1,,1,,,,,,,,,,1
HFFC-011171,aAZ0o000000PMo7,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-013822,aAZ2j00000002La,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-016734,aAZ2j000000066K,Business Development,Lead Stage,,Builder Ecosystem,Builder Employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-012110,aAZ2j00000000AG,Branch Phone,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,1,4,,6,,4,,5,4,3,5,2,1,4,1,1,1,1,2,6,7,3,6,4,5,2,2,5,3,5,49
HFFC-025761,aAZ2j000000L3eB,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
HFFC-017724,aAZ2j00000007ME,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,4,,4,1,9,3,2,1,,7,1,3,,,,,,,,,,,3
HFFC-030171,aAZ5i000000LM4p,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
HFFC-011886,aAZ0o000000PNjm,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002234,aAZ90000000PEkt,Other,Never Active,,Financial Connectors,CA,0,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-015880,aAZ2j00000004zm,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,1,,,,,,,,,,,,2,,,,,,,2
HFFC-004251,aAZ0o000000PGny,Business Development,Active,Multi brand Prime HL,Builder Ecosystem,Builder,1,,,,,,,,,,,,,,,,,,,3,,2,2,3,29,20,24,23,14,13,15,,3,16,14,9,13,12,1,8,6,4,2,6,13,12,17,7,7,4,7,1,,,,,5,4,2,4,4,2,2,24
HFFC-008095,aAZ0o000000GoGm,Other,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-001474,aAZ90000000PDlb,Branch Walk-In,Active,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,2,3,3,5,1,,1,,,,6,5,1,,3,,6,3,,1,4,4,3,5,5,4,5,5,3,5,1,,1,3,3,,,6,4,2,2,,,,1,,,,1,9,21
HFFC-014210,aAZ2j00000002qJ,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-014710,aAZ2j00000003UT,Business Development,Lead Stage,,Builder Ecosystem,Real Estate Agent/Broker,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-018997,aAZ2j00000008zq,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-027370,aAZ5i000000L2AD,Marketing,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,3
HFFC-004819,aAZ0o000000CnL8,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Real Estate Agent/Broker,0,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002128,aAZ90000000PEcL,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,1,,10,,4,,,,,,,1,,1,,1,1,,,1,2,2,2,1,2,1,1,1,2,1,,1,1,1,1,2,1,,,,,,,,,,,,,
HFFC-018384,aAZ2j00000008Ct,Connector Referral,Dormant Connector,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-006315,aAZ0o000000CpYD,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,8,18,16,8,11,,3,2,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-026094,aAZ2j000000L4AC,Other,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,3,1,,,5,,12
HFFC-002661,aAZ90000000PFJK,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-030190,aAZ5i000000LM6M,Beat Mapping,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2
HFFC-001183,aAZ9000000001Tp,Customer Referral,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,1,5,,,3,14,3,,3,9,2,1,3,,1,,2,2,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-024742,aAZ2j000000L26h,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,3
HFFC-013579,aAZ2j000000024P,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
