Connector Code,Id (Connector),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-014378,aAZ2j000000033hGAA,3,,,,,2,,,,,,,,,,,,,,,1,,,
HFFC-032334,aAZ5i000000LVFDGA4,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-008031,aAZ0o000000GoBcGAK,1,,,,,,,,1,4,2,8,4,2,2,6,6,6,5,11,8,9,5,8
HFFC-004011,aAZ0o000000PGIEGA4,,,,1,,,1,,,,,,,,,,,,,,,,,
HFFC-017978,aAZ2j00000007gYGAQ,1,2,,,,,1,,5,5,3,,,,,,,1,,,,,1,
HFFC-016644,aAZ2j00000005z4GAA,,,3,,,,1,,,,2,,,,,,,,,,,,,
HFFC-002049,aAZ90000000PEVyGAO,,,,,,1,,1,,,,,,,,,,,,,,,,
HFFC-007304,aAZ0o000000GnF4GAK,1,,,2,,1,1,,,2,,,2,,,,,2,,,1,4,3,5
HFFC-004186,aAZ0o000000PGijGAG,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-023200,aAZ2j000000KzWwGAK,,,,,,,,,,,,,,1,,4,,1,,,,,,
HFFC-013145,aAZ2j00000001VeGAI,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-009865,aAZ0o00000008TpGAI,1,2,2,3,1,4,,1,7,4,7,1,,3,5,4,1,3,5,,2,1,3,3
HFFC-023477,aAZ2j000000L04yGAC,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-017461,aAZ2j0000000716GAA,,,2,1,2,1,,,,1,1,,2,,,,,,,,,,,
HFFC-003169,aAZ0o000000btZ3GAI,,,,,,,2,,,,,4,,,,,,,,3,,3,2,
HFFC-002364,aAZ90000000PEvNGAW,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-031416,aAZ5i000000LTibGAG,,,,,,,,,,,,,,,,,,,,,,3,1,
HFFC-019454,aAZ2j00000009aNGAQ,,,,,,,,,1,3,1,1,2,,,,,,,,,,,
HFFC-009927,aAZ0o00000008YpGAI,6,6,5,9,4,,,5,1,2,,4,1,1,4,2,2,,,,,,,
HFFC-011222,aAZ0o000000PMsEGAW,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-020240,aAZ2j0000000Ab2GAE,,,,,,1,1,,,,,,,,,,,,,,,,,
HFFC-028753,aAZ5i000000LCzsGAG,,,,,,,,,,,,,,,,,,,,1,1,,,
HFFC-001816,aAZ90000000PEDBGA4,,,,3,1,,,4,8,6,2,,2,,2,,,,,2,,,2,
HFFC-019210,aAZ2j00000009GhGAI,,,,,,,,1,,,,,,,,,,,1,,2,,1,
HFFC-023987,aAZ2j000000L0r7GAC,,,,,,,,,,,,,,2,2,1,1,,3,1,1,,,
HFFC-017794,aAZ2j00000007RnGAI,,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-004830,aAZ0o000000CnM1GAK,,,,1,1,,,,,,1,1,,,,,,,1,1,,,,
HFFC-021620,aAZ2j0000000COKGA2,,,,,,,,,,3,1,2,,4,,3,3,,,2,,,3,
HFFC-024274,aAZ2j000000L1O1GAK,,,,,,,,,,,,,,,,,2,2,,,2,,,
HFFC-000431,aAZ9000000000V1GAI,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-004770,aAZ0o000000CnHBGA0,2,,,,,,,,2,,,,,,,2,2,,,,,,,
HFFC-001075,aAZ9000000001L7GAI,2,,,,,,,,,,,,4,,4,,2,,2,2,,,2,
HFFC-021634,aAZ2j0000000CPSGA2,,,,,,,,,1,,1,,2,,,,,,1,1,,,,
HFFC-000721,aAZ9000000000sUGAQ,,,2,,,,,,,,,,,,1,,,,,,,,,
HFFC-012105,aAZ2j000000009rGAA,,,,,,,,,,,,,,,,,,,,4,1,3,5,
HFFC-024819,aAZ2j000000L2CpGAK,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-025700,aAZ2j000000L3VEGA0,,,,,,,,,,,,,,,2,2,2,2,,,2,,,
HFFC-011856,aAZ0o000000PNhMGAW,,2,6,,2,,,3,1,,,2,4,4,9,13,6,6,4,4,3,3,,4
HFFC-022803,aAZ2j000000KyxmGAC,,,,,,,,,,,,1,1,2,2,2,,2,2,,,1,1,
HFFC-000062,aAZ900000000067GAA,,,,,,,1,,,,,1,2,,,,,,,,,,,
HFFC-010723,aAZ0o000000PMDzGAO,1,3,1,1,,,,6,3,1,2,,2,,,,5,,,,,,,
HFFC-011354,aAZ0o000000PN2sGAG,3,1,2,1,,,1,1,,,,,,,,,,,,,,,,
HFFC-021728,aAZ2j0000000CX2GAM,,,,,,,,,2,2,,2,,,,,,,,,,,,
HFFC-008351,aAZ0o000000GobLGAS,,4,,4,,,,1,1,2,1,3,4,2,,8,,2,3,4,2,1,2,2
HFFC-018271,aAZ2j000000083rGAA,,,,1,1,,2,,2,,5,2,1,2,2,1,3,,,,,,,
HFFC-023658,aAZ2j000000L0L1GAK,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-016680,aAZ2j000000061yGAA,,1,,1,,1,1,2,,,,1,4,,1,,,1,,,,,1,1
HFFC-024113,aAZ2j000000L12PGAS,,,,,,,,,,,,,,1,1,,,,,,,,,
HFFC-011417,aAZ0o000000PN7xGAG,2,,,1,1,,1,2,3,,5,1,,,,2,2,2,,,2,2,,
HFFC-024991,aAZ2j000000L2RVGA0,,,,,,,,,,,,,,,,8,12,2,2,2,4,5,4,4
HFFC-007564,aAZ0o000000Gna2GAC,,,2,,,,,,,,,,,,,,,,,,,,,
HFFC-024582,aAZ2j000000L1qyGAC,,,,,,,,,,,,,,2,2,4,2,6,,2,,,2,1
HFFC-007329,aAZ0o000000GnH5GAK,1,1,2,,,,,,,,1,,1,,,,,,,,,,,2
HFFC-003713,aAZ0o000000PFuMGAW,1,1,1,1,,1,1,1,3,,2,,,,,,,,,,,,2,
HFFC-026093,aAZ2j000000L4A7GAK,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-017857,aAZ2j00000007WsGAI,,2,1,6,3,1,,,,5,4,4,1,4,6,4,4,4,1,2,4,3,,2
HFFC-000232,aAZ9000000000EyGAI,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-021212,aAZ2j0000000BqwGAE,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-030687,aAZ5i000000LPYsGAO,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-005608,aAZ0o000000CoMgGAK,,,,,1,,,2,2,3,,4,,,,2,2,2,1,2,,,2,
HFFC-028219,aAZ5i000000L9etGAC,,,,,,,,,,,,,,,,,,,,2,2,,,
HFFC-017455,aAZ2j000000070cGAA,,,,,,,,,,,,,2,,,2,,,,,,,,
HFFC-028709,aAZ5i000000LCfoGAG,,,,,,,,,,,,,,,,,,,,,2,1,2,1
HFFC-018496,aAZ2j00000008LvGAI,,,,,,1,1,,,,2,,,2,4,,,,,,,,,
HFFC-006245,aAZ0o000000CpSZGA0,5,8,4,4,2,3,2,3,4,5,6,1,,3,,,5,1,,2,,7,4,1
HFFC-019529,aAZ2j00000009gGGAQ,,,,,,,,,2,1,1,1,1,,,,,1,,7,2,6,,2
HFFC-026125,aAZ2j000000L4CmGAK,,,,,,,,,,,,,,,,1,1,,,,,,,
HFFC-016338,aAZ2j00000005aOGAQ,,,,,2,1,,,,,1,,2,,1,,1,,,,,,,
HFFC-027804,aAZ5i000000L6MHGA0,,,,,,,,,,,,,,,,,,,1,,3,2,1,1
HFFC-029348,aAZ5i000000LGIrGAO,,,,,,,,,,,,,,,,,,,,,,2,1,
HFFC-010436,aAZ0o000000PLqqGAG,1,2,,,1,,,2,2,,,1,2,1,,,,2,1,1,3,1,,2
HFFC-029863,aAZ5i000000LJMrGAO,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-019145,aAZ2j00000009BXGAY,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-016966,aAZ2j00000006OiGAI,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-024387,aAZ2j000000L1XhGAK,,,,,,,,,,,,,,,4,,,2,,,,,,
HFFC-017943,aAZ2j00000007djGAA,,,1,1,1,,,,,,,,,,,,,,,,,,,
HFFC-024620,aAZ2j000000L1u2GAC,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-026489,aAZ2j000000L4lhGAC,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-022988,aAZ2j000000KzCrGAK,,,,,,,,,,,,,,,,,,,1,3,4,2,3,2
HFFC-024802,aAZ2j000000L2BSGA0,,,,,,,,,,,,,,,3,2,1,,1,,,,,
HFFC-007715,aAZ0o000000GnmDGAS,,,,,,,,,,3,1,1,1,,2,,,,,,,,,
HFFC-000793,aAZ9000000000yNGAQ,4,1,,,,,3,1,,,,,,2,,,,,,,1,,1,
HFFC-011055,aAZ0o000000PMelGAG,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-025312,aAZ2j000000L2t0GAC,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-020910,aAZ2j0000000BSaGAM,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-013119,aAZ2j00000001TYGAY,7,4,,2,1,,4,,3,5,1,6,4,3,10,8,6,2,4,9,1,1,1,
HFFC-022411,aAZ2j0000000DQ2GAM,,,,,,,,,,,,,,,,2,,2,,,,,,
HFFC-016062,aAZ2j00000005EDGAY,3,1,2,,,,3,1,,,,,,2,,,,,,,1,3,,
HFFC-022143,aAZ2j0000000D4QGAU,,,,,,,,,,,,,,,,,,,2,,,,,
HFFC-002413,aAZ90000000PEzKGAW,1,1,,,,,,,,,,,2,2,2,1,3,2,,1,,,,
HFFC-023426,aAZ2j000000KzyWGAS,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-000678,aAZ9000000000owGAA,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-017280,aAZ2j00000006mfGAA,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-017890,aAZ2j00000007ZXGAY,,,,,,,,,,,,5,3,2,2,6,,,9,3,9,2,4,
HFFC-007519,aAZ0o000000GnWPGA0,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-024466,aAZ2j000000L1enGAC,,,,,,,,,,,,,,,,,1,,,,1,,,
HFFC-024978,aAZ2j000000L2QSGA0,,,,,,,,,,,,,,,,,,,2,2,,,,
HFFC-023944,aAZ2j000000L0neGAC,,,,,,,,,,,,,,2,1,1,,,,,,,,
HFFC-011871,aAZ0o000000PNiZGAW,,,,,,,,,,2,1,,2,,,,,2,,2,,,,1
HFFC-022613,aAZ2j0000000DgUGAU,,,,,,,,,,,4,2,4,,,,2,2,2,2,,4,3,1
HFFC-001366,aAZ90000000PDctGAG,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-031829,aAZ5i000000LURrGAO,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-029670,aAZ5i000000LIaGGAW,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-007342,aAZ0o000000GnI8GAK,,,,,,,1,,,,,,1,,,,,,,,,,,
HFFC-022063,aAZ2j0000000CxyGAE,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-016390,aAZ2j00000005eaGAA,1,1,3,4,2,,,,,2,,,,,,,,,,,,,,
HFFC-002405,aAZ90000000PEygGAG,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-012339,aAZ2j00000000SjGAI,2,5,11,8,,2,6,6,11,6,7,4,4,2,,6,2,2,1,,1,1,,5
HFFC-015584,aAZ2j00000004bzGAA,,1,1,,,,,,,,,,,,,,,,,,,,,
HFFC-001506,aAZ90000000PDoBGAW,2,1,1,,2,,,,,1,2,,,1,4,,,4,3,,1,1,,2
HFFC-021267,aAZ2j0000000BvmGAE,,,,,,,,,,,,,,,,2,,,,,,,1,1
HFFC-021907,aAZ2j0000000ClTGAU,,,,,,,,,5,6,5,6,7,7,4,6,,,,,,,1,
HFFC-027929,aAZ5i000000L7ObGAK,,,,,,,,,,,,,,,,,,,2,,4,4,1,3
HFFC-033104,aAZ5i000000LWXbGAO,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-022768,aAZ2j000000KyuxGAC,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-003381,aAZ0o000000btuHGAQ,,1,1,,2,,,1,1,,,,,,,,,,,,,,,
HFFC-015474,aAZ2j00000004T7GAI,3,1,2,4,,3,1,1,1,,,,,,,,,,,,,,,
HFFC-000270,aAZ9000000000I2GAI,,2,1,,,,,6,2,2,,,1,1,,,,,,1,,,,
HFFC-006238,aAZ0o000000CpS0GAK,,,,,,,,,1,,,,,,,,,,,1,,,,
HFFC-029703,aAZ5i000000LIh3GAG,,,,,,,,,,,,,,,,,,,,,,1,3,5
HFFC-026911,aAZ2j000000PBQ0GAO,,,,,,,,,,,,,,,,,1,7,,4,2,,,
HFFC-023836,aAZ2j000000L0cbGAC,,,,,,,,,,,,,3,1,4,3,7,,,,,,,
HFFC-001525,aAZ90000000PDpiGAG,,,1,1,,,2,,,2,1,1,4,,,,,,,,,,,
HFFC-002522,aAZ90000000PF87GAG,,,,,2,,,,,,,2,,,,,,,,,,,,
HFFC-032583,aAZ5i000000LVe9GAG,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-028828,aAZ5i000000LDlDGAW,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-027115,aAZ2j000000PBhaGAG,,,,,,,,,,,,,,,,,,3,5,5,5,5,6,13
HFFC-019153,aAZ2j00000009CBGAY,,,,,,,,,2,2,,,,,,,,,,,,,,
HFFC-015973,aAZ2j0000000577GAA,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-001534,aAZ90000000PDqRGAW,,1,,,,,,,,,,,,,,,,,,1,,,,
HFFC-000446,aAZ9000000000WEGAY,2,,,,,,,3,,,,,,2,,,,,,1,,,,
HFFC-021641,aAZ2j0000000CQ1GAM,,,,,,,,,4,4,,,,,,,,,,,,,,
HFFC-029482,aAZ5i000000LH5TGAW,,,,,,,,,,,,,,,,,,,,,,2,,2
HFFC-023574,aAZ2j000000L0EFGA0,,,,,,,,,,,,,1,2,,1,,,,,,,,
HFFC-005066,aAZ0o000000Cnf3GAC,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-030500,aAZ5i000000LOLeGAO,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-022515,aAZ2j0000000DYVGA2,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-026963,aAZ2j000000PBUqGAO,,,,,,,,,,,,,,,,,,5,1,,,,2,
HFFC-019755,aAZ2j00000009yUGAQ,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-017702,aAZ2j00000007KSGAY,,,2,1,7,,2,6,10,2,9,5,,,2,4,2,2,2,2,3,7,6,4
HFFC-021426,aAZ2j0000000C8bGAE,,,,,,,,,,,,,,,,,,1,1,,,,,
HFFC-000495,aAZ9000000000aBGAQ,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-000775,aAZ9000000000wvGAA,3,2,2,1,,,,,,,,,,,,,,,,1,,,,
HFFC-003111,aAZ0o000000btUNGAY,,,,,,,,,,,,,,,,,,,2,1,3,2,,
HFFC-015862,aAZ2j00000004yKGAQ,,,,,,,,,,,2,,,2,,4,,1,,,,2,,
HFFC-007905,aAZ0o000000Go1XGAS,,,1,2,1,1,1,1,,,,,,,,,,,2,,,,,
HFFC-017649,aAZ2j00000007GBGAY,,1,2,1,2,,,,,1,1,3,3,,2,,,2,,,,,,
HFFC-021685,aAZ2j0000000CTZGA2,,,,,,,,,,,,2,2,,,,,,,,,2,,
HFFC-025309,aAZ2j000000L2slGAC,,,,,,,,,,,,,,,,,,,1,1,1,1,,
HFFC-017855,aAZ2j00000007WiGAI,,,,,,,,,,,,,,1,1,,,,,,,,,
HFFC-016854,aAZ2j00000006FqGAI,,,,2,,1,1,,,,,,,,,,,,,,,,,
HFFC-017303,aAZ2j00000006oWGAQ,,2,3,5,4,,,,1,2,,,1,,,,2,,,,,,,
HFFC-019186,aAZ2j00000009ElGAI,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-002157,aAZ90000000PEegGAG,5,14,13,17,4,10,14,13,9,25,14,3,14,11,9,8,14,7,16,18,8,13,11,13
HFFC-000080,aAZ90000000008LGAQ,1,2,,2,2,2,,,,2,5,1,3,1,2,1,4,1,1,3,1,,,
HFFC-007995,aAZ0o000000Go8iGAC,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-025580,aAZ2j000000L3LdGAK,,,,,,,,,,,,,,,,,,2,3,2,,3,4,5
HFFC-000046,aAZ90000000005rGAA,1,1,1,2,,,,2,3,,,,,,,,2,2,1,,1,4,1,2
HFFC-007297,aAZ0o000000GnEVGA0,,,,,,2,,,,,,,,,,,,,,,,,,
HFFC-027171,aAZ2j000000PBm1GAG,,,,,,,,,,,,,,,,,,2,,,4,6,1,6
HFFC-000332,aAZ9000000000N2GAI,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-023030,aAZ2j000000KzGeGAK,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-006028,aAZ0o000000CpB4GAK,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-032508,aAZ5i000000LVTyGAO,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-024564,aAZ2j000000L1pCGAS,,,,,,,,,,,,,,5,5,8,2,,,,,2,,
HFFC-015484,aAZ2j00000004TvGAI,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-014673,aAZ2j00000003RUGAY,,,,,,,,2,4,8,6,4,8,2,4,8,5,3,,,,,3,4
HFFC-020739,aAZ2j0000000BEnGAM,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-005269,aAZ0o000000CnvQGAS,,,,,,,,,1,1,,,,,,,,,,,,,,
HFFC-002248,aAZ90000000PEm1GAG,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-024293,aAZ2j000000L1PYGA0,,,,,,,,,,,,,,3,3,,,,1,,5,1,,3
HFFC-007483,aAZ0o000000GnTVGA0,3,3,2,,,,,,,,,,,1,2,1,,2,1,3,2,3,3,1
HFFC-015664,aAZ2j00000004iRGAQ,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-023550,aAZ2j000000L0CJGA0,,,,,,,,,,,1,1,1,3,5,2,4,,,,,,,
HFFC-029012,aAZ5i000000LEGfGAO,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-007267,aAZ0o000000GnC5GAK,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-009758,aAZ0o00000008LCGAY,2,2,1,1,,,,3,5,2,1,,1,,2,4,3,2,4,4,,,5,2
HFFC-004875,aAZ0o000000CnPeGAK,,2,,,,,,,,,,,,,,2,,,,,,,,
HFFC-018090,aAZ2j00000007pQGAQ,,,1,,1,,2,,,,,,,,,,,,,,,,,
HFFC-015758,aAZ2j00000004q1GAA,1,,,,,,2,,3,2,,,2,3,,4,2,,,,,,2,2
HFFC-004300,aAZ0o000000PGrvGAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-009259,aAZ0o000000GpmKGAS,,,1,1,,,,,,,,,,,,,,,,,,,,
HFFC-015268,aAZ2j00000004CuGAI,3,1,3,2,,,2,1,1,1,2,,,,,1,,,2,1,,2,5,2
HFFC-008103,aAZ0o000000GoHQGA0,,,,,,1,,,2,1,1,,2,,,,,,1,,,,,
HFFC-028763,aAZ5i000000LD8wGAG,,,,,,,,,,,,,,,,,,,2,,2,,,
HFFC-008180,aAZ0o000000GoNdGAK,,,,,,,,,,,1,2,,,,,,,,,,,,
HFFC-016492,aAZ2j00000005moGAA,,1,5,2,4,,2,3,1,6,8,4,1,3,3,6,2,3,,5,2,1,,1
HFFC-015029,aAZ2j00000003tnGAA,,1,2,,1,2,,,,,,,,,,,,,,,,,,
HFFC-025499,aAZ2j000000L3DPGA0,,,,,,,,,,,,,,,,,1,,,1,,,,
HFFC-017639,aAZ2j00000007FNGAY,1,,,1,,,,,,,,,,,,,,,1,,1,,,
HFFC-021632,aAZ2j0000000CPIGA2,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-025528,aAZ2j000000L3FkGAK,,,,,,,,,,,,,,,1,3,6,3,1,6,4,2,1,3
HFFC-024260,aAZ2j000000L1MtGAK,,,,,,,,,,,,,1,1,,,,,2,,,,1,1
HFFC-016935,aAZ2j00000006M4GAI,,,,,,,,,,,,,,,2,,,,,,,,,
HFFC-026496,aAZ2j000000L4mGGAS,,,,,,,,,,,,,,,,,,,3,6,2,,,1
HFFC-002093,aAZ90000000PEZWGA4,,,,,,,,,,,,2,,,,1,,,,,,,,
HFFC-008962,aAZ0o000000GpOSGA0,9,,4,2,3,3,2,2,4,6,2,2,2,2,2,2,4,2,4,4,,6,2,4
HFFC-007424,aAZ0o000000GnOkGAK,,,,,,,,,,2,2,,,,,,,,,6,2,2,2,
HFFC-017841,aAZ2j00000007VaGAI,,,,,,,2,2,,,,2,,,,,,,,,,,,2
HFFC-003435,aAZ0o000000btydGAA,6,6,7,3,,,,,1,1,,2,2,2,,2,5,3,8,1,,2,1,3
HFFC-004250,aAZ0o000000PGntGAG,,1,3,,,,2,,,,1,3,2,2,9,2,,2,3,,,,1,2
HFFC-019493,aAZ2j00000009dWGAQ,,,,1,1,,2,,,1,3,,4,,,,,2,,,,,,2
HFFC-022108,aAZ2j0000000D1bGAE,,,,,,,,,,1,,1,5,2,1,6,6,1,2,,2,1,1,
HFFC-025970,aAZ2j000000L3z4GAC,,,,,,,,,,,,,,,,,,,3,3,3,4,2,
HFFC-011833,aAZ0o000000PNfVGAW,,,,,,,,2,,,,,2,,,,,,,,,,,
HFFC-019310,aAZ2j00000009OlGAI,,,,2,,,,,,,,3,2,1,2,,,,,,,,,
HFFC-006135,aAZ0o000000CpJhGAK,,2,,,,2,2,,,3,1,,3,1,3,5,,,,,,1,1,4
HFFC-004245,aAZ0o000000PGnUGAW,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-019308,aAZ2j00000009ObGAI,,,,,,,,2,,,1,1,4,3,1,,2,,2,,,2,6,
HFFC-019520,aAZ2j00000009fXGAQ,,,,,,,,,,,,,,,1,3,2,,,,6,3,2,4
HFFC-027759,aAZ5i000000L5pkGAC,,,,,,,,,,,,,,,,,,,1,1,,,,
HFFC-029071,aAZ5i000000LEwaGAG,,,,,,,,,,,,,,,,,,,,2,2,,,
HFFC-023163,aAZ2j000000KzTxGAK,,,,,,,,,,,3,1,,,,,,,,,,,,
HFFC-028184,aAZ5i000000L9PMGA0,,,,,,,,,,,,,,,,,,,,,,4,3,3
HFFC-001504,aAZ90000000PDo1GAG,1,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-002592,aAZ90000000PFDlGAO,2,,,,,,,,,,,,,,1,,,,,,,,,
HFFC-014168,aAZ2j00000002mvGAA,3,,,,,,3,1,,,2,,6,4,2,,,1,,4,3,,5,2
HFFC-012568,aAZ2j00000000lCGAQ,,,1,1,,,,,,,2,,,,,,,,,,2,,,
HFFC-029116,aAZ5i000000LFOzGAO,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-029410,aAZ5i000000LGqlGAG,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-000221,aAZ9000000000EFGAY,,,,2,,,,4,,2,3,1,4,,,1,1,,,,1,,,
HFFC-023359,aAZ2j000000KzobGAC,,,,,,,,,,,,1,9,2,1,7,1,2,2,,4,2,2,2
HFFC-021867,aAZ2j0000000CiFGAU,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-002126,aAZ90000000PEcBGAW,,,,,,1,,1,,,,,1,,,,,,,,1,,,
HFFC-004223,aAZ0o000000PGliGAG,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-028567,aAZ5i000000LBtCGAW,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-011993,aAZ2j000000000uGAA,3,,,,,2,,,,,,,,,,,,,,,,,,
HFFC-004977,aAZ0o000000CnXsGAK,,,,,,,,,,,,1,,4,1,1,,,,,,,,
HFFC-007053,aAZ0o000000CqVtGAK,,,,,,,,,,,,,,,2,,,,,,,,,
HFFC-027264,aAZ5i000000L1GEGA0,,,,,,,,,,,,,,,,,,,,3,4,3,2,2
HFFC-006869,aAZ0o000000CqGyGAK,2,,,,,,,1,1,,,1,2,,1,,2,,,,,,1,3
HFFC-008723,aAZ0o000000Gp5BGAS,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-021435,aAZ2j0000000C9KGAU,,,,,,,,,1,,1,,,2,,,,,,,1,1,,
HFFC-002086,aAZ90000000PEYxGAO,,,,,,,,,,,1,,1,,,,,,,,,,,
HFFC-002221,aAZ90000000PEjqGAG,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-018348,aAZ2j000000089zGAA,,,1,1,1,,,,,,2,,,,,,,,,,,,,
HFFC-022458,aAZ2j0000000DTpGAM,,,,,,,,,,,1,1,1,1,,,,,,,,,,
HFFC-011910,aAZ0o000000PNliGAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-032566,aAZ5i000000LVYeGAO,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-019207,aAZ2j00000009GSGAY,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-010838,aAZ0o000000PMNGGA4,,,,,,,,,1,1,,,,1,1,1,1,,,,,,,
HFFC-028455,aAZ5i000000LBNHGA4,,,,,,,,,,,,,,,,,,,2,,1,1,1,3
HFFC-012120,aAZ2j00000000B4GAI,,,,,,,,,,,,,,1,,,,,,,,,,
HFFC-013606,aAZ2j000000026aGAA,,,2,,,,,,,,,,,2,,6,,,,,,,,
HFFC-017742,aAZ2j00000007NbGAI,,1,1,,,,,,,,,,,,,,,,,,,,,
HFFC-021237,aAZ2j0000000BtMGAU,,,,,,,,,,,,1,1,,,,,4,,,,,,
HFFC-019633,aAZ2j00000009oeGAA,,,,,,2,2,4,,,9,1,,1,1,,,,,,,,,
HFFC-023124,aAZ2j000000KzQoGAK,,,,,,,,,,1,2,1,,,,2,2,,4,2,,2,3,
HFFC-008721,aAZ0o000000Gp51GAC,,,,2,1,,2,,3,1,1,3,1,4,4,5,2,1,3,2,1,3,2,7
HFFC-006165,aAZ0o000000CpM7GAK,1,1,1,1,,,,,,,,,1,5,4,5,2,1,2,2,2,2,1,
HFFC-017672,aAZ2j00000007I2GAI,,,2,,,,,,,,,,,,,,,,,,,,,
HFFC-000338,aAZ9000000000NWGAY,2,2,6,13,6,2,1,1,3,2,2,1,5,6,4,3,2,2,2,5,4,1,1,
HFFC-007426,aAZ0o000000GnOuGAK,,,,,,,,,1,,,,,,,,1,,,,,,,
HFFC-026522,aAZ2j000000PAsIGAW,,,,,,,,,,,,,,,,,,,,,,,2,2
HFFC-015445,aAZ2j00000004QmGAI,,1,1,2,,,,2,,,,2,,1,,,,,,,,,,
HFFC-017282,aAZ2j00000006mpGAA,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-002317,aAZ90000000PEraGAG,2,1,,,,,,,,2,,2,,,,,2,,,,,,,
HFFC-000096,aAZ90000000008bGAA,4,3,1,6,2,,,,1,4,1,,,,1,,2,,,,,,,
HFFC-004377,aAZ0o000000PGy8GAG,,,,,,,,,,,,,,,1,,1,,,,1,,,
HFFC-024876,aAZ2j000000L2IEGA0,,,,,,,,,,,,,,1,7,,,,,,,,,
HFFC-015690,aAZ2j00000004kXGAQ,,,,,,,,,,2,2,,,,,,,1,2,,1,,2,
HFFC-009252,aAZ0o000000GpllGAC,,,,,,,,2,,,2,,,,,,,,,,,,,
HFFC-026382,aAZ2j000000L4c6GAC,,,,,,,,,,,,,,,,,2,,,,,,,
